,id_album,album,id_song,song_name
68,1hNS0RsxPTFjmKXCgmjSLS,Ghost Stories Live 2014,79fUOcp3p5YCkBD6ILl6Tz,"Another's Arms - Live at the Beacon Theatre, New York"
69,1hNS0RsxPTFjmKXCgmjSLS,Ghost Stories Live 2014,2OKnY0cqro0qsOijOondrr,"Oceans - Live at E-Werk, Cologne"
70,1hNS0RsxPTFjmKXCgmjSLS,Ghost Stories Live 2014,2WXTF0qgKbczC2O8VymeLO,"A Sky Full of Stars - Live at the Royal Albert Hall, London"
71,1hNS0RsxPTFjmKXCgmjSLS,Ghost Stories Live 2014,1ZAcQoFIdhYdKx8FaR4c3t,"O - Live at Royce Hall, Los Angeles"
72,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,0FMjqbY3aWo1QDbo3GwXib,Always in My Head
73,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,23khhseCLQqVMCIT1WMAns,Magic
74,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,6c6W25YoDGjTq3qSPOga5t,Ink
75,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,0fQuzbQNLcD1ofo7B2NcFI,True Love
76,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,4GKk1uNzpxIptBuaY97Dkj,Midnight
77,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,22uzF19LxQW87kOVkR79Fq,Another's Arms
78,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,2u4uhtETtcULnkBfFHSnDX,Oceans
79,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars
80,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,77yuzxCS3csrgTPSW0pvyk,O
81,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,0ejLFn10FIMPNSwCmIviyR,Mylo Xyloto - Live
82,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,1mw50a4DGRhkdMX7nOoLE4,Hurts Like Heaven - Live
83,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,5OOloRWmvXZG3aQaeWjDNN,In My Place - Live 2012
84,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,4WyX6hwqB1forx046ilrg2,Major Minus - Live
85,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,58MrV6J9oS46ViY1N6gTJX,Yellow - Live
86,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,7nyK4SxiizwxDRr4V2JJaF,God Put a Smile upon Your Face - Live
87,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,0t1nm5TmszvLLVAOLiOrH8,Princess of China - Live
88,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,7cmWfBUtzV8DQTw47nA5OD,Up in Flames - Live
89,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,5ZV67iTfNpW3ueMCELLiSX,Viva La Vida - Live
90,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,1u0LrLPnIfVeHOzFfye3Lf,Charlie Brown - Live
91,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,1lWLwMV3peo5fJp5hHRCHS,Paradise - Live
92,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,6i8gAfT84lsvS8R7ggDZKe,Us Against the World - Live
93,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,7LIQNY8P7ZGxilKVX88MF1,Clocks - Live
94,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,6L0uCWhXyBNncoDgfEvK1R,Fix You - Live
95,2OkEsqGTfu8PWRrNHzfr0m,Live 2012,3nbAuEdSqBVF5m2QwVYlzR,Every Teardrop Is a Waterfall - Live
96,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,3vCzHYgSjMuGjFMfJSCx4c,Mylo Xyloto
97,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,6WF4hzdGXvXd1joERSXJjm,Hurts Like Heaven
98,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,6nek1Nin9q48AVZcWs9e9D,Paradise
99,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,1yqMgZNrevsWMLWfO2PRp5,Charlie Brown
100,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,5zyfzNnBzN7f7PVkJFnW2g,Us Against the World
101,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,5Y7ztPw93VbAle55brM0jo,M.M.I.X.
102,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall
103,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,6maXBs9zUY48m1UNHgTeRC,Major Minus
104,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,6BbIybrP84Tp99DLJg1cq3,U.F.O.
105,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,4HXOBjwv2RnLpGG4xWOO6N,Princess of China
106,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,06t6JWrU05BxaKPtct2P2n,Up in Flames
107,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,6n1x3DYFDpRau83XsI32NU,A Hopeful Transmission
108,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,69ho6gqRw1Rjy56tXlvnqk,Don't Let It Break Your Heart
109,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,5lIFsEWj9IjNEALbHnPosE,Up with the Birds
110,3pboBm7GTa6V5dFXXCt52b,LeftRightLeftRightLeft (Live),6MR1HlTg8ARX1MqntlbDpr,"Glass of Water - Live in Sydney, 2009"
111,3pboBm7GTa6V5dFXXCt52b,LeftRightLeftRightLeft (Live),49UkdEi78uZGqQz4rWpkim,"42 - Live in Madrid, 2008"
112,3pboBm7GTa6V5dFXXCt52b,LeftRightLeftRightLeft (Live),2jo5mWVDLwBES6O7Xz58PD,"Clocks - Live in Madrid, 2008"
113,3pboBm7GTa6V5dFXXCt52b,LeftRightLeftRightLeft (Live),7jcMXBdTIXP1tf9cNXA4Mt,"Strawberry Swing - Live in Madrid, 2008"
114,3pboBm7GTa6V5dFXXCt52b,LeftRightLeftRightLeft (Live),3Pgiemb2bwxrVBYoUIhtsw,"The Hardest Part / Postcards from Far Away - Live in Sydney, 2009"
115,3pboBm7GTa6V5dFXXCt52b,LeftRightLeftRightLeft (Live),03fyMJOv5psp93rUj07g3S,"Viva La Vida - Live in Paris, 2008"
116,3pboBm7GTa6V5dFXXCt52b,LeftRightLeftRightLeft (Live),34jtZbCoyKjyuG1MmfgXzX,"Death Will Never Conquer - Live in Sydney, 2009"
117,3pboBm7GTa6V5dFXXCt52b,LeftRightLeftRightLeft (Live),0Ir2uqonLKO7JZwZM45558,"Fix You - Live in Sydney, 2009"
118,3pboBm7GTa6V5dFXXCt52b,LeftRightLeftRightLeft (Live),23l7E14oZQJ9tkIy5tdeRi,"Death and All His Friends - Live in Madrid, 2008"
119,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),7HD0RkIdJi0RxY6DWRktm3,Life in Technicolor
120,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),6kgssrFggqcBMtr4187OLK,Cemeteries of London
121,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),1qpeSaSifIDeJsGU6GskAz,Lost!
122,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),1X2v8JtRJhGQEy1QIhZnl7,42
123,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),7d0ouI5QwFd56ax0VnJyZk,Lovers in Japan
124,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),6Dj4PkcFdFggMneoibIBC7,Yes
125,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),7fcgisGFCr4mfbfNSztr84,Viva La Vida
126,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),3LKGi5hi5jPeQLJQSi9N8E,Violet Hill
127,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),0zVYSaFo1b2v8YDmx0QYEh,Strawberry Swing
128,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),0jj1vUOIRHKiWrWCQYFdD5,Death and All His Friends
129,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),7H7NI75DdeaOW7c70oYtjM,Life in Technicolor ii
130,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),7jAt4ULjZ9PMioduX71M9a,Postcards from Far Away
131,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),6bRjYP2M9N0vpsBBXFZSH1,Glass of Water
132,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),4uU1MxH2J6PInVrCUZUvu5,Rainy Day
133,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),258hi2JlI0gkGr3tlF6vPL,Prospekt's March / Poppyfields
134,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),2FbmJu9obAOMB3PCv2oic7,Lost+ (with Jay-Z)
135,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),4o70WSUfc85Y4599B3l1Rv,Lovers in Japan - Osaka Sun Mix
136,71pRFAwHBLrjKYRG7V1Q2o,Viva La Vida (Prospekt's March Edition),63tS04CMB2GsJUqX5LGaUQ,Now My Feet Won't Touch the Ground
137,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,1rkbMXhEjIytsUGbhoR5pn,Life in Technicolor
138,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,03uqdEuopXPSCg4MvgA2fI,Cemeteries of London
139,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,1STAWoWHYJh2UVUx41pYMD,Lost!
140,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,2i2Lz3FDIqYdsJZEWkEaTC,42
141,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,5qPGi9p8VqcizfdgWxtmLt,Lovers in Japan
142,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,04zfFfRMXegKi4mMkGMeze,Yes
143,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,1mea3bSkSGXuIRvnydlB5b,Viva La Vida
144,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,1ZqHjApl3pfzwjweTfMi0g,Violet Hill
145,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,2dphvmoLEXdk8hOYxmHlI3,Strawberry Swing
146,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,0guzngk1qWk5sgdYbThEGI,Death and All His Friends
147,4E7bV0pzG0LciBSWTszra6,X&Y,2zQIITgo6sc5ppOfPcH205,Square One
148,4E7bV0pzG0LciBSWTszra6,X&Y,39qRdHcl2tizWbzlM9kUlN,What If
149,4E7bV0pzG0LciBSWTszra6,X&Y,0WWz2AaqxLoO0fa9ou6Fqc,White Shadows
150,4E7bV0pzG0LciBSWTszra6,X&Y,7LVHVU3tWfcxj5aiPFEW4Q,Fix You
151,4E7bV0pzG0LciBSWTszra6,X&Y,4wzt5Rrk3W98pHXAqutuJw,Talk
152,4E7bV0pzG0LciBSWTszra6,X&Y,2rxp56vVQp1zzumJ0eHLmw,X&Y
153,4E7bV0pzG0LciBSWTszra6,X&Y,7clUVcSOtkNWa58Gw5RfD4,Speed of Sound
154,4E7bV0pzG0LciBSWTszra6,X&Y,2w3eXFL86RgxGtDr8bzwgK,A Message
155,4E7bV0pzG0LciBSWTszra6,X&Y,1BBtng1KOF0JuC6bSNgGmp,Low
156,4E7bV0pzG0LciBSWTszra6,X&Y,4Tw9JYF9HOuPRyccNWMgwf,The Hardest Part
157,4E7bV0pzG0LciBSWTszra6,X&Y,2u2WL5N3KnQnykOZi3fxL6,Swallowed in the Sea
158,4E7bV0pzG0LciBSWTszra6,X&Y,6kevl5fnM7GRJ2K2rBBnxq,Twisted Logic
159,4E7bV0pzG0LciBSWTszra6,X&Y,1wQXj5bgxyZQ2XmE2X9s6n,Til Kingdom Come
160,3JMOZD2qixTTLRW9I6JuF4,Live 2003,110a2YFVoGswehZi2kkVpp,Politik - Live in Sydney
161,3JMOZD2qixTTLRW9I6JuF4,Live 2003,6R2ZKXEdEEYXiODsC9Fr4L,God Put a Smile upon Your Face - Live in Sydney
162,3JMOZD2qixTTLRW9I6JuF4,Live 2003,5KFf0D8pLy4mzIlaJeV57P,A Rush of Blood to the Head - Live in Sydney
163,3JMOZD2qixTTLRW9I6JuF4,Live 2003,0bQQv5RqwLmOKNaMcfJ1If,One I Love - Live in Sydney
164,3JMOZD2qixTTLRW9I6JuF4,Live 2003,4o0q6U6VX4a0VTZ06GOxg2,See You Soon - Live in Sydney
165,3JMOZD2qixTTLRW9I6JuF4,Live 2003,4CCr8SvmOrHpPKeA5e0ogE,Shiver - Live in Sydney
166,3JMOZD2qixTTLRW9I6JuF4,Live 2003,7IWbp0yWEF8nNjMLbKF0pU,Everything's Not Lost - Live in Sydney
167,3JMOZD2qixTTLRW9I6JuF4,Live 2003,1n7a6D28s08972ImtPtaxX,Moses - Live in Sydney
168,3JMOZD2qixTTLRW9I6JuF4,Live 2003,6cR5WracqJzYoH80lSKW0L,Yellow - Live in Sydney
169,3JMOZD2qixTTLRW9I6JuF4,Live 2003,3cYgC50pVnjPKuh6b0xmZk,Clocks - Live in Sydney
170,3JMOZD2qixTTLRW9I6JuF4,Live 2003,3osu6FKSmLJJmqnRw5R90G,In My Place - Live in Sydney
171,3JMOZD2qixTTLRW9I6JuF4,Live 2003,3TQs5AmPNEnnTNSXzCQV7G,Amsterdam - Live in Sydney
172,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,0u35Dpz37TY2M2j20RUdMf,Politik
173,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,2nvC4i2aMo4CzRjRflysah,In My Place
174,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,4hf0hL4kWyjWztZzVsM39V,God Put a Smile upon Your Face
175,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,75JFxkI2RXiU7L9VXzMkle,The Scientist
176,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,0BCPKOYdS2jbQ8iyB56Zns,Clocks
177,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,4fP4xTSBli3tKck172LEZ4,Daylight
178,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,3ou9rSNUQnE7XYmJkUUIOc,Green Eyes
179,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,4bPkBHKLKd9WHizsvM2zV3,Warning Sign
180,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,7KolrFGhfDi1JTSgQBT5sI,A Whisper
181,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,4JJ5zGKnb1IpERyBrfmb1y,A Rush of Blood to the Head
182,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,2uQ4px5SPONsgcUpulywIQ,Amsterdam
183,6ZG5lRT77aJ3btmArcykra,Parachutes,2QhURnm7mQDxBb5jWkbDug,Don't Panic
184,6ZG5lRT77aJ3btmArcykra,Parachutes,0qksx8mV28lztYIZ1om8ml,Shiver
185,6ZG5lRT77aJ3btmArcykra,Parachutes,2mLgOcRkEgq89j8WstUpui,Spies
186,6ZG5lRT77aJ3btmArcykra,Parachutes,7D0RhFcb3CrfPuTJ0obrod,Sparks
187,6ZG5lRT77aJ3btmArcykra,Parachutes,3AJwUDP919kvQ9QcozQPxg,Yellow
188,6ZG5lRT77aJ3btmArcykra,Parachutes,0R8P9KfGJCDULmlEoBagcO,Trouble
189,6ZG5lRT77aJ3btmArcykra,Parachutes,4qzoHxgp42ylb18ga1SWTL,Parachutes
190,6ZG5lRT77aJ3btmArcykra,Parachutes,2DHgvPQD1jApRnT1DBZdrS,High Speed
191,6ZG5lRT77aJ3btmArcykra,Parachutes,5TB6QgrF0RPIxSCGfRDLoe,We Never Change
192,6ZG5lRT77aJ3btmArcykra,Parachutes,1RNtm45kw0hPMBz7gKiIYu,Everything's Not Lost - Includes Hidden Track 'Life Is For Living'
193,574iaZA34RiT9rM1F2s2IM,Biutyful,4TcCbhzD4caTdkkvkS45oa,Biutyful
194,7lbSZjlBsWuXtR3WqsdOSN,Let Somebody Go (Ofenbach Remix),1pDrM3rKlxA9fx3mShxzqx,Let Somebody Go - Ofenbach Remix
195,1mbwiDXEr8l6mK7o76dqyu,Let Somebody Go (Piano Version),2zVeRtqrrRXpCizKlywvvr,Let Somebody Go - Piano Version
196,1mbwiDXEr8l6mK7o76dqyu,Let Somebody Go (Piano Version),2PLNTLPqbL2AzjVPuyggw5,Let Somebody Go - Kygo Remix
197,1mbwiDXEr8l6mK7o76dqyu,Let Somebody Go (Piano Version),59GSz2S248YmyMYavpcxFI,Let Somebody Go - Single Version
198,1mbwiDXEr8l6mK7o76dqyu,Let Somebody Go (Piano Version),2tFbT0atd7zQxTqa2l1Pf1,Let Somebody Go
199,7EZAIhKzfjXbAsL0hrQjGF,Let Somebody Go (Kygo Remix),31JwHrEcDWkilfTkFZlKNr,Let Somebody Go - Kygo Remix
200,7EZAIhKzfjXbAsL0hrQjGF,Let Somebody Go (Kygo Remix),30sT4ZOHeVcPESnIsiofQb,Let Somebody Go - Single Version
201,7EZAIhKzfjXbAsL0hrQjGF,Let Somebody Go (Kygo Remix),3zZl8eEazg9rs9VpgFT5lP,Let Somebody Go
202,0vS8EETjc2cnCu5j32uxxq,Let Somebody Go,1d8Pn4akKfdadbavUjAGoS,Let Somebody Go - Single Version
203,0vS8EETjc2cnCu5j32uxxq,Let Somebody Go,4ImOgexLVNBnBfK1Gzq7Jw,Let Somebody Go
204,5WSVBLmTp6Fgjm2Dwyu3vr,Spotify Singles,4KiWjFLX5A3oUY40OL0FAh,Let Somebody Go - Spotify Singles
